action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),8404,109000,132,1102,1092,3374
1,Loan originated,2,Not Hispanic or Latino,174,2,Asian,2,Female,2,Not Hispanic or Latino,2,Asian,1,Male,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9318,82700,400,2207,1820,9372
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2118,71300,858,863,240,3101
1,Loan originated,2,Not Hispanic or Latino,91,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9528,71300,250,1379,1040,3679
1,Loan originated,2,Not Hispanic or Latino,71,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9433,71300,210,739,291,2914
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),141590,95200,274,1729,1272,4182
1,Loan originated,4,Not applicable,,7,Not applicable,4,Not applicable,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,45,71300,650,936,356,4816
1,Loan originated,2,Not Hispanic or Latino,76,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Orange County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),454316,71300,309,1301,925,4057
1,Loan originated,2,Not Hispanic or Latino,306,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,New York County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,163173,71300,668,22,193,1806
1,Loan originated,2,Not Hispanic or Latino,70,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Orange County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),378641,71300,259,2745,2586,8357
1,Loan originated,2,Not Hispanic or Latino,287,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,329674,109000,512,867,737,2554
1,Loan originated,2,Not Hispanic or Latino,78,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Yates County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,2,Manufactured housing,2,Ginnie Mae (GNMA),155350,69700,186,2892,1734,5348
1,Loan originated,2,Not Hispanic or Latino,45,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",104521,109000,400,1127,1357,4226
1,Loan originated,2,Not Hispanic or Latino,47,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Rensselaer County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,2177,82700,6,2510,2102,7341
1,Loan originated,2,Not Hispanic or Latino,113,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),89296,71300,419,1354,1214,3836
1,Loan originated,2,Not Hispanic or Latino,36,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Richmond County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,417,71300,242,1662,1360,4968
1,Loan originated,2,Not Hispanic or Latino,336,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,New York County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9514,71300,417,462,1357,9151
1,Loan originated,2,Not Hispanic or Latino,17,4,Native Hawaiian or Other Pacific Islander,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Bronx County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2150,71300,333,879,369,2341
1,Loan originated,2,Not Hispanic or Latino,98,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9835,71300,314,1196,1071,3065
1,Loan originated,2,Not Hispanic or Latino,74,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9529,71300,339,1898,1592,5433
1,Loan originated,2,Not Hispanic or Latino,117,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Westchester County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),63840,71300,466,1365,1350,6486
1,Loan originated,2,Not Hispanic or Latino,156,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Erie County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9587,69000,84,2798,2249,6684
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",42,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Rockland County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),32760,71300,150,477,449,4981
1,Loan originated,2,Not Hispanic or Latino,46,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Orange County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9726,71300,128,2745,2586,8357
1,Loan originated,2,Not Hispanic or Latino,81,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Onondaga County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,347,68500,237,1381,1279,3796
1,Loan originated,2,Not Hispanic or Latino,159,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,41,109000,41,1953,1810,6353
1,Loan originated,2,Not Hispanic or Latino,85,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),155593,71300,131,511,459,1597
1,Loan originated,2,Not Hispanic or Latino,99,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",2297,71300,454,1661,1131,5955
1,Loan originated,2,Not Hispanic or Latino,134,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),9965,71300,390,1390,1454,4387
1,Loan originated,2,Not Hispanic or Latino,220,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,155444,71300,1010,604,704,3359
1,Loan originated,2,Not Hispanic or Latino,200,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,45,109000,36,2008,2041,6718
1,Loan originated,2,Not Hispanic or Latino,106,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Monroe County,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),155637,69700,248,2693,2448,8605
1,Loan originated,2,Not Hispanic or Latino,64,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),104535,71300,60,1775,1500,6727
1,Loan originated,2,Not Hispanic or Latino,105,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10102,71300,50,207,1288,4341
1,Loan originated,2,Not Hispanic or Latino,155,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9662,69700,184,2003,1802,5948
1,Loan originated,2,Not Hispanic or Latino,83,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,48,109000,101,1214,1124,3572
1,Loan originated,2,Not Hispanic or Latino,332,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Monroe County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,387,69700,40,1554,1498,4226
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",26,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Bronx County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2317,71300,277,1080,320,5190
1,Loan originated,2,Not Hispanic or Latino,80,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Rensselaer County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,2162,82700,148,506,387,1227
